Code,CourseCode,CourseName,Section,Week,StartTime,EndTime,Room,Instructor
1149b,ECON 6100P,International Finance,L1,We,1330,1450,"Rm 2304, Lift 17-18","SEN, Partha"
1150a,ECON 6120I,Industrial Organization,L1,We,0830,1020,"Rm 1026, LSK Bldg","WATANABE, Yasutora"
1150b,ECON 6120I,Industrial Organization,L1,Fr,0830,1020,"Rm 1026, LSK Bldg","WATANABE, Yasutora"
1443a,EEMT 5160,Transportation and Logistics Management,L1,Fr,1930,2220,Lecture Theater K,"QI, Xiangtong"
1444a,EEMT 5260,Product Development Management,L1,Mo,1930,2220,Lecture Theater K,"GOONETILLEKE, Ravindra Stephen"
1445a,EEMT 5300,Global Supply Chain Management,L1,We,1930,2220,Lecture Theater K,"LIU, Qian"
1446a,EEMT 5360,IT System for Global Enterprise,L1,Sa,1430,1720,"Rm 3207, Lift 21","LAU, Ronald"
1447a,EEMT 6000A,Financial Engineering and Risk Management,L1,We,1930,2220,"Rm 2503, Lift 25-26","CAI, Ning"
1101a,EESM 5020,Digital VLSI System Design and Design Automation,L1,Th,1900,2150,"Rm 2464, Lift 25-26","KURSUN, Volkan"
1102a,EESM 5120,Advanced Analog IC Analysis and Design,L1,Tu,1900,2150,1505,"LUONG, Howard Cam"
1103a,EESM 5540,Introduction to Telecommunication Networks,L1,Th,1900,2150,1505,"WONG, Kai Sun Albert"
1104a,EESM 5540,Introduction to Telecommunication Networks,L2,Th,1500,1750,Rm 6580,"WONG, Kai Sun Albert"
1105a,EESM 5546,Wireless Communication Systems,L1,Tu,1900,2150,"Rm 2464, Lift 25-26","ZHANG, Jun"
1106a,EESM 5546,Wireless Communication Systems,L2,Tu,1500,1750,Rm 6580,"MURCH, Ross"
1107a,EESM 5547,Multimedia Signal Processing,L1,Mo,1900,2150,"Rm 4620, Lift 31-32","LIU, Ming"
1108a,EESM 5620,Flat Panel Displays,L1,Fr,1900,2150,Rm 6580,"CHIGRINOV, Vladimir"
1109a,EESM 5670,Advanced Computer and Networking Architectures,L1,Mo,1900,2150,"Rm 4619, Lift 31-32","LAU, Vincent Kin Nang"
1110a,EESM 5700,Image and Video Signal Processing,L1,We,1900,2150,"Rm 4619, Lift 31-32","CHUNG, Albert Chi Shing"
1111a,EESM 5720,Signal Analysis and Pattern Recognition,L1,Th,1900,2150,"Rm 4619, Lift 31-32","SHI, Bertram Emil"
1112a,EESM 5910,Topics in Telecommunications and Network Convergence,L1,We,1900,2150,Rm 6580,"TSANG, Danny Hin Kwok"
1113a,EESM 5910,Topics in Telecommunications and Network Convergence,L2,We,1500,1750,Rm 6580,"TSANG, Danny Hin Kwok"
1893a,ELEC 1010,Electronic and Information Technology,L1,Mo,0930,1020,Lecture Theater J,"POON, Andrew Wing On"
1893b,ELEC 1010,Electronic and Information Technology,L1,We,0930,1020,Lecture Theater J,"POON, Andrew Wing On"
1895a,ELEC 1010,Electronic and Information Technology,T1,Th,1030,1120,"G009B, CYT Bldg","POON, Andrew Wing On"
1897a,ELEC 1010,Electronic and Information Technology,T2,We,1330,1420,"G009B, CYT Bldg","POON, Andrew Wing On"
1898a,ELEC 1010,Electronic and Information Technology,T3,Tu,1800,1850,"Rm 2302, Lift 17-18","POON, Andrew Wing On"
1899a,ELEC 1010,Electronic and Information Technology,T4,Tu,1500,1550,"G009B, CYT Bldg","POON, Andrew Wing On"
1900a,ELEC 1100,Introduction to Electro-Robot Design,L1,Mo,1230,1320,"G009A, CYT Bldg","SONG, Shenghui"
1900b,ELEC 1100,Introduction to Electro-Robot Design,L1,We,1230,1320,"G009A, CYT Bldg","SONG, Shenghui"
1902a,ELEC 1100,Introduction to Electro-Robot Design,L2,Tu,1200,1250,"Rm 2303, Lift 17-18","SONG, Shenghui"
1902b,ELEC 1100,Introduction to Electro-Robot Design,L2,Th,1200,1250,"Rm 2303, Lift 17-18","SONG, Shenghui"
1904a,ELEC 1100,Introduction to Electro-Robot Design,L3,Mo,0930,1020,"Rm 2504, Lift 25-26","SHEN, Shaojie"
1904b,ELEC 1100,Introduction to Electro-Robot Design,L3,We,0930,1020,"Rm 2504, Lift 25-26","SHEN, Shaojie"
1910a,ELEC 1100,Introduction to Electro-Robot Design,T1,Th,1800,1850,"G009A, CYT Bldg","CHAN, Hoi Lam"
1912a,ELEC 1100,Introduction to Electro-Robot Design,T2,Tu,1800,1850,"Rm 2464, Lift 25-26","CHAN, Hoi Lam"
1913a,ELEC 1100,Introduction to Electro-Robot Design,T3,Th,1400,1450,"G007, LSK Bldg","CHAN, Hoi Lam"
1906a,ELEC 1100,Introduction to Electro-Robot Design,LA1,Fr,1200,1450,"Rm 2133, Lift 19, 21, 22","SHEN, Shaojie"
1908a,ELEC 1100,Introduction to Electro-Robot Design,LA2,We,1500,1750,"Rm 2133, Lift 19, 21, 22","SHEN, Shaojie"
1909a,ELEC 1100,Introduction to Electro-Robot Design,LA3,Fr,1500,1750,"Rm 2133, Lift 19, 21, 22","SHEN, Shaojie"
1914a,ELEC 1200,A System View of Communications: from Signals to Packets,L1,Mo,1500,1550,"Rm 2302, Lift 17-18","MURCH, Ross"
1914b,ELEC 1200,A System View of Communications: from Signals to Packets,L1,Fr,1030,1120,"Rm 2302, Lift 17-18","MURCH, Ross"
1916a,ELEC 1200,A System View of Communications: from Signals to Packets,L2,Mo,1500,1550,"G009B, CYT Bldg","TSANG, Danny Hin Kwok"
1916b,ELEC 1200,A System View of Communications: from Signals to Packets,L2,Fr,1030,1120,"G009B, CYT Bldg","TSANG, Danny Hin Kwok"
1925a,ELEC 1200,A System View of Communications: from Signals to Packets,T1,Tu,1400,1450,"Rm 3006, Lift 3-4","LUO, Shuangyu"
1927a,ELEC 1200,A System View of Communications: from Signals to Packets,T2,Tu,1030,1120,"G009B, CYT Bldg","LUO, Shuangyu"
1918a,ELEC 1200,A System View of Communications: from Signals to Packets,LA1A,Tu,1700,1950,"Rm 2134, Lift 19, 22","MURCH, Ross"
1920a,ELEC 1200,A System View of Communications: from Signals to Packets,LA1B,Th,1300,1550,"Rm 2134, Lift 19, 22","MURCH, Ross"
1921a,ELEC 1200,A System View of Communications: from Signals to Packets,LA1C,We,0900,1150,"Rm 2134, Lift 19, 22","MURCH, Ross"
1922a,ELEC 1200,A System View of Communications: from Signals to Packets,LA2A,Tu,1200,1450,"Rm 2134, Lift 19, 22","TSANG, Danny Hin Kwok"
1923a,ELEC 1200,A System View of Communications: from Signals to Packets,LA2B,Th,1700,1950,"Rm 2134, Lift 19, 22","TSANG, Danny Hin Kwok"
1924a,ELEC 1200,A System View of Communications: from Signals to Packets,LA2C,Th,0900,1150,"Rm 2134, Lift 19, 22","TSANG, Danny Hin Kwok"
1930a,ELEC 2100,Signals and Systems,L1,Mo,1330,1450,"Rm 2303, Lift 17-18","CHEN, Wei"
1930b,ELEC 2100,Signals and Systems,L1,Fr,0900,1020,"Rm 2303, Lift 17-18","CHEN, Wei"
1936a,ELEC 2100,Signals and Systems,T1,Tu,1800,1850,"Rm 5583, Lift 29-30","CHANG, Mang Yee"
1938a,ELEC 2100,Signals and Systems,T2,Tu,0930,1020,"Rm 5506, Lift 25-26","CHANG, Mang Yee"
1939a,ELEC 2100,Signals and Systems,T3,Mo,1800,1850,"Rm 3584, Lift 27-28","CHANG, Mang Yee"
1932a,ELEC 2100,Signals and Systems,LA1,Fr,1800,1850,"Rm 4225C, Lift 23, 24","CHEN, Wei"
1934a,ELEC 2100,Signals and Systems,LA2,Mo,1200,1250,"Rm 4225C, Lift 23, 24","CHEN, Wei"
1935a,ELEC 2100,Signals and Systems,LA3,Fr,1530,1620,"Rm 4225C, Lift 23, 24","CHEN, Wei"
1940a,ELEC 2200,Digital Circuits and Systems,L1,Tu,0900,1020,"Rm 2465, Lift 25-26","BERMAK, Amine"
1940b,ELEC 2200,Digital Circuits and Systems,L1,Th,0900,1020,"Rm 2465, Lift 25-26","BERMAK, Amine"
1946a,ELEC 2200,Digital Circuits and Systems,T1,Th,1230,1320,"Rm 6602, Lift 31-32","BERMAK, Amine"
1948a,ELEC 2200,Digital Circuits and Systems,T2,Th,1630,1720,"Rm 2504, Lift 25-26","BERMAK, Amine"
1949a,ELEC 2200,Digital Circuits and Systems,T3,Mo,1700,1750,"Rm 6573, Lift 29-30","BERMAK, Amine"
1942a,ELEC 2200,Digital Circuits and Systems,LA1,Th,1030,1220,"Rm 3115, Lift 19, 22","BERMAK, Amine"
1944a,ELEC 2200,Digital Circuits and Systems,LA2,Mo,1800,1950,"Rm 3115, Lift 19, 22","BERMAK, Amine"
1945a,ELEC 2200,Digital Circuits and Systems,LA3,Th,1700,1850,"Rm 3115, Lift 19, 22","BERMAK, Amine"
1950a,ELEC 2300,Computer Organization,L1,We,1630,1750,"Rm 2465, Lift 25-26","XU, Jiang"
1950b,ELEC 2300,Computer Organization,L1,Fr,1630,1750,"Rm 2465, Lift 25-26","XU, Jiang"
1955a,ELEC 2300,Computer Organization,T1,We,1200,1250,"Rm 1033, LSK Bldg","LEUNG, Tsung Hsien Johnny"
1957a,ELEC 2300,Computer Organization,T2,Th,1030,1120,"Rm 6602, Lift 31-32","LEUNG, Tsung Hsien Johnny"
1952a,ELEC 2300,Computer Organization,LA1,Mo,1900,1950,"Rm 4225C, Lift 23, 24","XU, Jiang"
1954a,ELEC 2300,Computer Organization,LA2,Fr,1200,1250,"Rm 4225C, Lift 23, 24","XU, Jiang"
1958a,ELEC 2400,Electronic Circuits,L1,We,1500,1620,Lecture Theater B,"MOK, Philip Kwok Tai"
1958b,ELEC 2400,Electronic Circuits,L1,Fr,1500,1620,Lecture Theater B,"MOK, Philip Kwok Tai"
1965a,ELEC 2400,Electronic Circuits,T1,Tu,1200,1250,"Rm 2302, Lift 17-18","CHOI, Ricky Yiu Kee"
1967a,ELEC 2400,Electronic Circuits,T2,We,1200,1250,"Rm 5620, Lift 31-32","CHOI, Ricky Yiu Kee"
1968a,ELEC 2400,Electronic Circuits,T3,Th,1800,1850,"Rm 3598, Lift 27-28","CHOI, Ricky Yiu Kee"
1969a,ELEC 2400,Electronic Circuits,T4,Mo,1200,1250,"Rm 2463, Lift 25-26","CHOI, Ricky Yiu Kee"
1960a,ELEC 2400,Electronic Circuits,LA1,Th,1630,1920,"Rm 2133, Lift 19, 21, 22","MOK, Philip Kwok Tai"
1962a,ELEC 2400,Electronic Circuits,LA2,Tu,1030,1320,"Rm 2133, Lift 19, 21, 22","MOK, Philip Kwok Tai"
1963a,ELEC 2400,Electronic Circuits,LA3,Mo,1130,1420,"Rm 2133, Lift 19, 21, 22","MOK, Philip Kwok Tai"
1964a,ELEC 2400,Electronic Circuits,LA4,Tu,1700,1950,"Rm 2133, Lift 19, 21, 22","MOK, Philip Kwok Tai"
1970a,ELEC 2600,Probability and Random Processes in Engineering,L1,Mo,1630,1750,"Rm 2504, Lift 25-26","ZHANG, Jun"
1970b,ELEC 2600,Probability and Random Processes in Engineering,L1,Fr,1200,1320,"Rm 2504, Lift 25-26","ZHANG, Jun"
1972a,ELEC 2600,Probability and Random Processes in Engineering,T1,We,1400,1450,"Rm 2463, Lift 25-26","ZHANG, Jun"
1974a,ELEC 2600,Probability and Random Processes in Engineering,T2,Th,1800,1850,"Rm 2463, Lift 25-26","ZHANG, Jun"
1975a,ELEC 2910,Academic and Professional Development I,T01,We,1800,1850,"Rm 2126A, Lift 19","SHI, Bertram Emil"
1977a,ELEC 2910,Academic and Professional Development I,T03,We,1800,1850,"Rm 2126B, Lift 19","CHEN, Kevin Jing"
1979a,ELEC 2910,Academic and Professional Development I,T05,We,1800,1850,"Rm 2126C, Lift 19","POON, Andrew Wing On"
1981a,ELEC 2910,Academic and Professional Development I,T07,We,1800,1850,"Rm 2126D, Lift 19","PEREZ PALOMAR, Daniel"
1983a,ELEC 2910,Academic and Professional Development I,T09,We,1800,1850,"Rm 2127A, Lift 19","LUONG, Howard Cam"
1985a,ELEC 2910,Academic and Professional Development I,T11,We,1800,1850,"Rm 2127B, Lift 19","LAU, Kei May"
1987a,ELEC 2910,Academic and Professional Development I,T13,We,1800,1850,"Rm 2127C, Lift 19","TSANG, Danny Hin Kwok"
1989a,ELEC 2910,Academic and Professional Development I,T15,We,1800,1850,"Rm 2128A, Lift 19","XU, Jiang"
1992a,ELEC 3100,Signal Processing and Communications,L1,We,1500,1620,"G009A, CYT Bldg","PEREZ PALOMAR, Daniel"
1992b,ELEC 3100,Signal Processing and Communications,L1,Fr,1500,1620,"G009A, CYT Bldg","PEREZ PALOMAR, Daniel"
1997a,ELEC 3100,Signal Processing and Communications,T1,Th,1200,1250,"Rm 3598, Lift 27-28","CHANG, Mang Yee"
1999a,ELEC 3100,Signal Processing and Communications,T2,Mo,1630,1720,"Rm 1511, Lift 27-28","CHANG, Mang Yee"
1994a,ELEC 3100,Signal Processing and Communications,LA1,Mo,1100,1150,"Rm 4225C, Lift 23, 24","PEREZ PALOMAR, Daniel"
1996a,ELEC 3100,Signal Processing and Communications,LA2,Tu,1630,1720,"Rm 4225C, Lift 23, 24","PEREZ PALOMAR, Daniel"
2000a,ELEC 3200,"System Modeling, Analysis and Control",L1,Mo,1500,1620,"Rm 2303, Lift 17-18","SHI, Ling"
2000b,ELEC 3200,"System Modeling, Analysis and Control",L1,Fr,1030,1150,"Rm 2303, Lift 17-18","SHI, Ling"
3664a,ELEC 3200,"System Modeling, Analysis and Control",LA2,Tu,1400,1650,"Rm 4226B, Lift 23, 24","SHI, Ling"
3665a,ELEC 3200,"System Modeling, Analysis and Control",LA3,Th,1400,1650,"Rm 4226B, Lift 23, 24","SHI, Ling"
3666a,ELEC 3200,"System Modeling, Analysis and Control",LA4,Th,1800,2050,"Rm 4226B, Lift 23, 24","SHI, Ling"
3667a,ELEC 3200,"System Modeling, Analysis and Control",LA5,Fr,1400,1650,"Rm 4226B, Lift 23, 24","SHI, Ling"
2002a,ELEC 3300,Introduction to Embedded Systems,L1,Mo,0900,1020,"Rm 2465, Lift 25-26","WOO, Kam Tim"
2002b,ELEC 3300,Introduction to Embedded Systems,L1,We,0900,1020,"Rm 2465, Lift 25-26","WOO, Kam Tim"
2007a,ELEC 3300,Introduction to Embedded Systems,T1,We,1030,1150,"Rm 4504, Lift 25-26","WOO, Kam Tim"
2009a,ELEC 3300,Introduction to Embedded Systems,T2,Th,1630,1750,"Rm 4504, Lift 25-26","WOO, Kam Tim"
2004a,ELEC 3300,Introduction to Embedded Systems,LA1,Tu,1500,1650,"Rm 3115, Lift 19, 22","WOO, Kam Tim"
2006a,ELEC 3300,Introduction to Embedded Systems,LA2,Tu,1300,1450,"Rm 3115, Lift 19, 22","WOO, Kam Tim"
2010a,ELEC 3600,Electromagnetics: From Wireless to Photonic Applications,L1,We,1630,1750,Lecture Theater K,"CHIGRINOV, Vladimir"
2010b,ELEC 3600,Electromagnetics: From Wireless to Photonic Applications,L1,Fr,1630,1750,Lecture Theater K,"CHIGRINOV, Vladimir"
2012a,ELEC 3600,Electromagnetics: From Wireless to Photonic Applications,T1,Tu,0930,1020,"Rm 1032, LSK Bldg","CHIGRINOV, Vladimir"
2014a,ELEC 3600,Electromagnetics: From Wireless to Photonic Applications,T2,Tu,1200,1250,"Rm 1032, LSK Bldg","CHIGRINOV, Vladimir"
2032a,ELEC 4010C,Fundamentals of Solar and Renewable Energy,L1,We,1200,1350,"G002, CYT Bldg","KWOK, Hoi Sing"
2033a,ELEC 4010C,Fundamentals of Solar and Renewable Energy,T1,Tu,1230,1320,"Rm 5508, Lift 25-26","KWOK, Hoi Sing"
2034a,ELEC 4010F,Machine Learning and Information Processing for Robotics and UAV,L1,Tu,1500,1620,"Rm 4505, Lift 25-26","LIU, Ming"
2034b,ELEC 4010F,Machine Learning and Information Processing for Robotics and UAV,L1,Th,1500,1620,"Rm 4505, Lift 25-26","LIU, Ming"
2035a,ELEC 4120,Computer Communication Networks,L1,Tu,1500,1620,"Rm 2504, Lift 25-26","LEA, Chin-Tau"
2035b,ELEC 4120,Computer Communication Networks,L1,Th,1500,1620,"Rm 2504, Lift 25-26","LEA, Chin-Tau"
2036a,ELEC 4120,Computer Communication Networks,T1,Mo,1800,1850,"Rm 2504, Lift 25-26","LEA, Chin-Tau"
3710a,ELEC 4120,Computer Communication Networks,T2,Tu,1800,1850,"Rm 2407, Lift 17-18","LEA, Chin-Tau"
3623a,ELEC 4150,Information Theory and Error-Correcting Codes,L1,Mo,1030,1150,"Rm 5560, Lift 27-28","MOW, Wai Ho"
3623b,ELEC 4150,Information Theory and Error-Correcting Codes,L1,We,1030,1150,"Rm 5560, Lift 27-28","MOW, Wai Ho"
3624a,ELEC 4150,Information Theory and Error-Correcting Codes,T1,Fr,0900,0950,"Rm 3584, Lift 27-28","MOW, Wai Ho"
2037a,ELEC 4170,Digital Media and Multimedia Applications,L1,Tu,1630,1750,"Rm 3598, Lift 27-28","SHE, James"
2037b,ELEC 4170,Digital Media and Multimedia Applications,L1,Th,1630,1750,"Rm 3598, Lift 27-28","SHE, James"
2038a,ELEC 4170,Digital Media and Multimedia Applications,LA1,We,1630,1820,"Rm 4225C, Lift 23, 24","SHE, James"
2039a,ELEC 4220,Introduction to Robotics: From Mobile Robots to Manipulators,L1,Mo,0930,1120,"G003, CYT Bldg","LI, Zexiang"
2041a,ELEC 4220,Introduction to Robotics: From Mobile Robots to Manipulators,T1,We,1700,1750,"Rm 5506, Lift 25-26","LI, Zexiang"
3725a,ELEC 4220,Introduction to Robotics: From Mobile Robots to Manipulators,T2,Fr,1230,1320,"Rm 5506, Lift 25-26","LI, Zexiang"
2040a,ELEC 4220,Introduction to Robotics: From Mobile Robots to Manipulators,LA1,Mo,1700,1850,"Rm 2133, Lift 19, 21, 22","LI, Zexiang"
2042a,ELEC 4410,CMOS VLSI Design,L1,Th,1300,1450,"Rm 2464, Lift 25-26","KURSUN, Volkan"
2044a,ELEC 4410,CMOS VLSI Design,LA1,Mo,1330,1620,"Rm 4402, Lift 17-18","KURSUN, Volkan"
2046a,ELEC 4410,CMOS VLSI Design,LA2,Tu,1200,1450,"Rm 4402, Lift 17-18","KURSUN, Volkan"
2047a,ELEC 4410,CMOS VLSI Design,LA3,We,1200,1450,"Rm 4402, Lift 17-18","KURSUN, Volkan"
2048a,ELEC 4410,CMOS VLSI Design,LA4,Tu,1500,1750,"Rm 4402, Lift 17-18","KURSUN, Volkan"
2049a,ELEC 4420,Analogue Integrated Circuits Design and Analysis,L1,Mo,1200,1320,"Rm 3588, Lift 27-28","WU, Liang"
2049b,ELEC 4420,Analogue Integrated Circuits Design and Analysis,L1,We,1200,1320,"Rm 3588, Lift 27-28","WU, Liang"
2050a,ELEC 4420,Analogue Integrated Circuits Design and Analysis,T1,Tu,1030,1120,"Rm 3584, Lift 27-28","WU, Liang"
2051a,ELEC 4430,Integrated Power Electronics,L1,We,1330,1450,"Rm 4503, Lift 25-26","MOK, Philip Kwok Tai"
2051b,ELEC 4430,Integrated Power Electronics,L1,Fr,1330,1450,"Rm 4503, Lift 25-26","MOK, Philip Kwok Tai"
2052a,ELEC 4520,Integrated Circuit Fabrication Technology,L1,Tu,1100,1250,Lecture Theater H,"SIN, Johnny Kin On"
2057a,ELEC 4610,Engineering Optics,L1,Mo,1200,1320,"Rm 6591, Lift 31-32","QU, Jianan"
2057b,ELEC 4610,Engineering Optics,L1,We,1200,1320,"Rm 6591, Lift 31-32","QU, Jianan"
2059a,ELEC 4610,Engineering Optics,LA1,Mo,1900,2050,"Rm 3121, Lift 19, 22","QU, Jianan"
2061a,ELEC 4610,Engineering Optics,LA2,We,1900,2050,"Rm 3121, Lift 19, 22","QU, Jianan"
2062a,ELEC 4610,Engineering Optics,LA3,Tu,1900,2050,"Rm 3121, Lift 19, 22","QU, Jianan"
2070a,ELEC 4930,Academic and Professional Development III,T1,We,1800,1850,"G009B, CYT Bldg","WONG, Kai Sun Albert"
1115a,ELEC 5040,Advanced Analog IC Analysis and Design,L1,Mo,1800,2050,"Rm 5583, Lift 29-30","LUONG, Howard Cam"
1116a,ELEC 5050,Advanced CMOS Devices,L1,Mo,1800,2050,"Rm 5564, Lift 27-28","CHAN, Man Sun"
1117a,ELEC 5080,Integrated-Circuit Fabrication Laboratory,L1,Fr,1630,1820,"Rm 5507, Lift 25-26","WONG, Man"
1119a,ELEC 5110,Nanoelectronic Materials for Energy Technologies,L1,Fr,1800,2050,"G003, CYT Bldg","FAN, Zhiyong"
1120a,ELEC 5180,RF/Microwave Circuit Design and Measurement,L1,Mo,1500,1750,"Rm 4502, Lift 25-26","CHEN, Kevin Jing"
1122a,ELEC 5180,RF/Microwave Circuit Design and Measurement,LA1,We,1400,1650,"Rm 3110, Lift 19, 22","CHEN, Kevin Jing"
1124a,ELEC 5180,RF/Microwave Circuit Design and Measurement,LA2,Th,1400,1650,"Rm 3110, Lift 19, 22","CHEN, Kevin Jing"
1125a,ELEC 5190,Solid State and Semiconductor Electronics,L1,Tu,1600,1850,"Rm 3588, Lift 27-28","LAU, Kei May"
1126a,ELEC 5460,Advanced Stochastic Optimization for Wireless Systems,L1,Mo,1400,1650,"Rm 5508, Lift 25-26","LAU, Vincent Kin Nang"
1127a,ELEC 5480,Coding and Information Theory,L1,Mo,1800,2050,"Rm 5506, Lift 25-26","MOW, Wai Ho"
1128a,ELEC 5520,Power Management Integrated Circuit Design,L1,Th,1800,2050,"Rm 2406, Lift 17-18","KI, Wing Hung"
1129a,ELEC 5530,Mixed-Signal Integrated Bio-Sensory Circuit Design,L1,Fr,1800,2050,"Rm 5506, Lift 25-26","YUAN, George Jie"
1130a,ELEC 5610,Multivariable Control,L1,Tu,1800,2050,"Rm 2405, Lift 17-18","QIU, Li"
1131a,ELEC 5810,Introduction to Bioinformatics Algorithms,L1,Fr,1830,2120,"Rm 4503, Lift 25-26","YU, Weichuan"
1132a,ELEC 5820,Fundamentals of BioMEMS and Biomedical Microdevices,L1,Th,1800,2050,"Rm 1032, LSK Bldg","YOBAS, Levent"
1133a,ELEC 5900,Modern Engineering Research Methodologies,L1,Mo,1000,1150,"Rm 3006, Lift 3-4","CHAN, Man Sun"
1135a,ELEC 6910K,Advanced Computer Architecture,L1,We,1500,1750,"Rm 5508, Lift 25-26","ZHANG, Wei"
3571a,ELEC 6910N,Impact of Technology Innovation on Business,L1,We,1900,2150,Lecture Theater H,"SUNG, Michael"
3636a,ELEC 6910O,Text and Speech Data Analytics and Modeling,L1,Fr,1400,1650,"Rm 5506, Lift 25-26","FUNG, Pascale"
1136a,ELEC 6950A,Departmental Seminar,L1,Tu,1400,1450,"G007, LSK Bldg","FANG, Lu"
1137a,ELEC 6950B,Departmental Seminar,L1,Tu,1400,1450,"G007, LSK Bldg","FANG, Lu"
1448a,ENEG 5200,Nanoelectronic Materials for Energy Technologies,L1,Fr,1800,2050,"G003, CYT Bldg","FAN, Zhiyong"
3466a,ENGG 1130,The Impact and Value of Technology Innovation,L1,We,1630,1750,"Rm 2503, Lift 25-26","WU, Po Chi"
3466b,ENGG 1130,The Impact and Value of Technology Innovation,L1,Fr,1630,1750,"Rm 2503, Lift 25-26","WU, Po Chi"
3467a,ENGG 1150,"Information Technology Revolution: Past, Present and Future",L1,We,1330,1450,"Rm 2407, Lift 17-18","WONG, Kai Sun Albert"
3469a,ENGG 1150,"Information Technology Revolution: Past, Present and Future",T1,Fr,1630,1750,"Rm 5620, Lift 31-32","WONG, Kai Sun Albert"
3471a,ENGG 1150,"Information Technology Revolution: Past, Present and Future",T2,Fr,1500,1620,"Rm 5620, Lift 31-32","WONG, Kai Sun Albert"
3580a,ENGG 2900B,Community Services Project: Innovative Trolley Design for the Elderly,L1,Th,1900,2050,"Rm 5506, Lift 25-26","CHAN, Yui Bun"
3476a,ENGG 2990D,Team Airship Design,L1,Tu,1500,1620,"Rm 4503, Lift 25-26","CHAN, Yui Bun"
3477a,ENGG 2990D,Team Airship Design,LA1,Th,1500,1750,"Rm 4503, Lift 25-26","CHAN, Yui Bun"
3478a,ENGG 3000,Legal Perspective of Engineering Practice and Operation,L1,Mo,1200,1320,"Rm 5486, Lift 25-26","DISSANAYAKE, K. Sarath Kumara"
3478b,ENGG 3000,Legal Perspective of Engineering Practice and Operation,L1,We,1200,1320,"Rm 5486, Lift 25-26","DISSANAYAKE, K. Sarath Kumara"
1449a,ENGG 6000B,Technology Leadership and Entrepreneurship Seminar,T1,Mo,1500,1650,"Rm 6573, Lift 29-30","TSENG, Mitchell M"
3395a,ENTR 3010,Structured Mentoring: Inspiring Leadership,L1,We,1500,1620,"Rm 2463, Lift 25-26","WU, Po Chi"
3395b,ENTR 3010,Structured Mentoring: Inspiring Leadership,L1,Fr,1500,1620,"Rm 2463, Lift 25-26","WU, Po Chi"
2108a,ENVR 1030,Environment and Health,L1,Tu,0900,1020,"Rm 4334, Lift 3","KWAN, Joseph Kai Cho"
2108b,ENVR 1030,Environment and Health,L1,Th,0900,1020,"Rm 4334, Lift 3","KWAN, Joseph Kai Cho"
2109a,ENVR 1040,The Environment and Society - A Comprehensive Perspective,L1,Mo,1500,1620,"Rm 2464, Lift 25-26","LAU, Pui Sang"
2109b,ENVR 1040,The Environment and Society - A Comprehensive Perspective,L1,Fr,1030,1150,"Rm 2464, Lift 25-26","LAU, Pui Sang"
2107a,ENVR 1050,The Sustainable Citizen,L1,Tu,1330,1450,1505,"GIBSON, J Robert"
2107b,ENVR 1050,The Sustainable Citizen,L1,Th,1330,1450,1505,"GIBSON, J Robert"
2110a,ENVR 2001,Academic and Professional Development I,L1,We,1800,1920,"Rm 3008, Lift 3-4","FORSTER, Paul Whitfield"
2111a,ENVR 3001,Academic and Professional Development II,L1,We,1800,1920,"Rm 3008, Lift 3-4","FORSTER, Paul Whitfield"
2112a,ENVR 3210,Environmental Technology,L1,Tu,0900,1020,"Rm 2405, Lift 17-18","YEUNG, King Lun"
2112b,ENVR 3210,Environmental Technology,L1,Th,0900,1020,"Rm 2405, Lift 17-18","YEUNG, King Lun"
2113a,ENVR 3310,Green Business Strategy,L1,Tu,1200,1450,"G012, LSK Bldg","FORSTER, Paul Whitfield"
2114a,ENVR 3410,Economics for Environmental Policy and Management,L1,Mo,1330,1450,"Rm 5583, Lift 29-30","HE, Guojun"
2114b,ENVR 3410,Economics for Environmental Policy and Management,L1,Fr,0900,1020,"Rm 5583, Lift 29-30","HE, Guojun"
3589a,ENVR 4000N,Corporate Sustainability: The Triple Bottom Line,L1,Tu,1500,1620,"Rm 5583, Lift 29-30","SHANNON, Ciara"
3589b,ENVR 4000N,Corporate Sustainability: The Triple Bottom Line,L1,Th,1500,1620,"Rm 5583, Lift 29-30","SHANNON, Ciara"
2119a,ENVR 4001,Academic and Professional Development III,L1,We,1800,1920,"Rm 3008, Lift 3-4","FORSTER, Paul Whitfield"
2120a,ENVR 4320,Corporate Environmental Accounting and Reporting,L1,Tu,1030,1150,"Rm 5583, Lift 29-30","GIBSON, J Robert"
2120b,ENVR 4320,Corporate Environmental Accounting and Reporting,L1,Th,1030,1150,"Rm 5583, Lift 29-30","GIBSON, J Robert"
1163a,ENVR 5210,Environmental Microbiology,L1,Th,1900,2150,"Rm 1033, LSK Bldg","LAU, Stanley Chun Kwan"
1164a,ENVR 5250,Environmental Economics and Management,L1,Tu,1900,2150,"G009B, CYT Bldg","SHUM, Kwok Leung"
1165a,ENVR 5290,"Climate Change: Science, Policy and Management",L1,Mo,1830,2120,"Rm 4502, Lift 25-26","BAARK, Erik"
1166a,ENVR 6010E,Postgraduate Seminar,T1,Mo,1500,1650,"Rm 4505, Lift 25-26","CHAN, Chak Keung"
3523a,ENVS 3002,Introduction to Atmospheric Science,L1,We,1500,1620,"Rm 6591, Lift 31-32","CHAN, Kwing Lam"
